Filename,Segment,Analytic,Clout,Authentic,Tone,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
20130503 I don't own my past.docx,1,17.39,83.27,50.94,29.28,62.78,21.90,12.32,3.71,1.27,5.12,1.17,1.04,9.57,6.50,11.29,12.77,6.90,7.60,2.71,21.95,4.04,1.45,3.08,1.16,2.06,6.32,3.18,2.97,0.28,0.45,0.58,13.48,0.35,0.19,0.87,0.84,13.42,2.69,2.08,1.73,3.10,1.88,3.75,2.69,0.99,0.97,0.68,1.39,0.34,0.74,0.09,0.20,6.82,1.84,1.02,1.95,1.39,0.98,5.83,14.90,1.17,13.88,2.88,5.39,5.75,1.35,0.61,0.28,0.46,0.54,0.40,0.72,0.05,0.03,0.31,0.31,0.02,4.54,0.01,0.00,0.00,0.00,0.00,0.00,0.12,0.00,4.34,0.00,0.07
20130516 Oh what a relief.docx,1,20.57,87.26,40.31,54.29,61.42,21.24,12.19,3.02,1.77,3.91,1.08,2.41,9.01,5.49,12.21,11.23,7.91,7.15,2.63,20.74,4.02,1.80,3.51,1.07,2.34,5.76,3.62,2.10,0.28,0.35,0.42,15.69,0.13,0.22,0.38,1.13,14.29,3.49,1.88,1.95,2.88,1.61,4.28,2.39,0.63,1.01,0.50,1.81,0.41,1.04,0.13,0.28,8.06,2.76,1.17,2.51,1.65,0.70,4.13,14.24,1.39,11.77,1.97,6.30,3.78,1.86,0.45,0.43,0.74,0.93,0.09,0.96,0.05,0.25,0.26,0.33,0.06,3.69,0.00,0.01,0.00,0.00,0.00,0.00,0.15,0.00,3.47,0.00,0.06
20130607 Hypocrisy.docx,1,17.22,87.29,36.49,52.33,60.94,20.90,12.05,3.09,1.57,4.38,1.29,1.73,8.83,6.09,10.80,11.68,7.31,8.55,2.63,21.42,4.01,1.85,3.19,0.96,2.44,5.91,3.64,2.23,0.34,0.56,0.32,15.56,0.38,0.23,0.44,1.34,13.98,2.85,1.61,1.85,2.95,1.98,4.39,3.18,1.14,1.51,0.40,1.87,0.34,0.95,0.05,0.57,7.21,2.41,0.92,2.31,1.32,0.61,4.47,15.39,1.44,11.74,1.98,5.43,4.43,1.32,0.63,0.23,0.31,1.58,0.26,0.88,0.00,0.05,0.56,0.23,0.03,4.48,0.07,0.00,0.00,0.00,0.00,0.00,0.08,0.00,4.33,0.00,0.00
20131115 Jealously.docx,1,18.98,83.19,46.71,64.98,59.91,19.69,11.87,3.61,1.43,4.24,1.12,1.46,7.76,6.09,10.67,11.50,8.58,7.90,2.35,19.67,4.83,2.06,2.84,1.48,2.80,6.58,4.30,2.23,0.29,1.09,0.21,14.49,0.26,0.40,0.64,1.08,13.72,2.66,1.81,1.74,3.02,1.95,4.50,2.12,0.86,0.61,0.54,1.37,0.51,0.49,0.02,0.42,10.06,3.41,2.34,3.04,2.31,0.67,4.63,13.72,1.02,12.60,1.61,5.48,5.59,3.14,1.09,0.25,0.89,0.93,0.02,0.75,0.09,0.02,0.23,0.33,0.07,4.21,0.02,0.01,0.01,0.00,0.00,0.00,0.22,0.00,3.93,0.00,0.02
20140103 Singles Dhamma.docx,1,17.24,86.29,50.42,70.36,61.37,20.45,12.67,3.35,0.61,5.93,1.06,1.73,7.67,5.81,11.48,11.84,8.16,8.38,2.64,21.46,4.43,1.78,3.14,2.01,2.87,5.42,3.89,1.52,0.24,0.18,0.29,14.97,0.89,0.32,0.44,1.26,13.84,2.64,1.67,1.90,3.82,1.57,4.57,1.86,0.64,0.71,0.37,2.45,0.58,0.93,0.06,0.71,7.02,2.12,1.27,1.90,1.85,0.53,4.24,15.75,1.43,13.46,2.27,5.58,5.83,0.91,0.91,0.36,0.26,1.24,0.14,0.74,0.02,0.03,0.34,0.24,0.09,4.48,0.03,0.00,0.01,0.00,0.00,0.00,0.12,0.00,4.28,0.00,0.04
20140131 Understanding Mindfulness.docx,1,21.49,87.70,48.14,38.35,59.82,20.18,11.46,2.29,1.23,5.53,1.07,1.33,8.69,5.86,11.50,10.94,7.81,7.87,2.56,20.48,4.53,1.93,2.52,1.06,2.60,7.06,3.84,3.13,0.79,0.99,0.52,13.97,0.46,0.21,0.72,1.06,13.79,3.46,1.61,1.62,3.13,1.62,4.28,3.33,1.38,1.43,0.32,1.62,0.50,0.82,0.01,0.23,7.53,2.18,1.26,1.89,2.09,0.60,4.05,15.11,1.30,13.37,1.87,6.59,5.10,1.66,0.87,0.13,0.34,0.71,0.13,0.87,0.00,0.13,0.39,0.33,0.02,4.65,0.02,0.01,0.01,0.00,0.00,0.00,0.09,0.00,4.51,0.00,0.01
20140228 Breaking out of prison.docx,1,23.55,84.87,50.94,37.61,61.49,19.66,11.38,3.06,1.15,4.88,0.71,1.58,8.24,6.71,11.73,11.74,7.92,7.92,2.24,21.21,4.23,2.01,3.25,1.27,2.46,5.65,3.14,2.47,0.60,0.52,0.51,13.47,0.16,0.13,0.33,0.69,13.29,2.78,2.55,1.67,2.84,1.48,3.88,2.15,0.86,0.80,0.40,1.44,0.23,0.83,0.05,0.29,7.94,1.70,1.32,3.43,1.47,0.61,4.60,15.76,1.43,13.79,2.40,6.03,5.61,1.90,0.53,0.17,0.46,0.55,0.34,0.90,0.01,0.28,0.36,0.27,0.00,4.40,0.04,0.01,0.00,0.00,0.00,0.00,0.12,0.00,4.23,0.00,0.00
20140404 Unresolved issues.docx,1,15.35,82.31,51.92,63.39,62.00,20.63,11.47,3.32,1.59,3.62,1.74,1.21,9.12,6.00,11.17,11.96,8.59,8.52,2.74,22.46,3.66,1.50,3.91,0.99,2.45,6.72,4.32,2.34,0.65,0.29,0.51,14.00,0.59,0.44,0.56,1.87,14.53,3.45,1.77,1.95,3.65,1.88,3.85,2.57,1.09,0.90,0.31,2.11,0.35,1.24,0.01,0.31,7.13,2.83,1.04,1.72,1.35,0.61,5.52,15.09,1.74,14.35,2.70,5.69,6.05,1.49,0.60,0.14,0.31,0.50,0.59,1.10,0.03,0.27,0.22,0.47,0.08,21.22,5.19,9.53,0.01,0.00,0.66,0.03,0.10,1.11,4.59,0.00,0.00
20140411 The art of listening.docx,1,15.74,88.50,39.15,64.62,61.86,21.66,13.08,3.49,1.48,4.89,1.76,1.45,8.55,6.01,11.23,10.23,8.67,8.85,2.84,20.15,4.23,1.79,3.15,1.18,2.24,6.58,4.30,2.25,0.40,0.66,0.22,16.50,0.25,0.31,0.28,2.04,13.74,3.25,1.87,1.41,2.96,1.50,4.45,3.60,0.88,2.37,0.29,1.66,0.60,0.85,0.06,0.18,8.63,2.39,1.77,2.49,1.91,0.64,4.75,14.15,0.89,11.33,1.65,4.73,5.18,1.77,0.47,0.11,0.77,0.67,0.00,1.00,0.07,0.01,0.52,0.34,0.06,4.40,0.04,0.00,0.01,0.00,0.00,0.00,0.13,0.00,4.21,0.00,0.00
20140502 How to keep giving without rewards.docx,1,20.60,88.21,36.50,83.31,60.77,20.84,12.02,3.70,0.77,4.53,1.62,1.40,8.80,6.43,11.08,10.43,8.34,8.15,2.19,20.84,3.45,1.50,2.79,1.12,2.65,5.42,4.32,1.08,0.11,0.31,0.17,15.96,0.98,0.23,1.14,1.58,12.34,2.37,1.66,1.51,2.79,1.78,3.49,2.69,1.15,1.02,0.27,1.92,0.53,0.65,0.01,0.57,6.75,2.11,1.05,2.03,1.72,0.30,5.37,13.89,1.18,12.50,2.03,5.39,5.46,1.40,0.63,0.47,1.03,0.94,0.24,0.70,0.02,0.04,0.33,0.24,0.04,4.45,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,4.34,0.00,0.01
20140516 Speaking from the heart without fear.docx,1,24.13,84.24,60.03,27.16,59.70,19.94,10.30,2.55,1.42,4.70,0.52,1.11,9.62,5.87,11.76,11.01,8.00,7.44,2.02,20.50,3.96,1.90,3.06,1.09,2.22,4.98,2.53,2.44,0.10,1.24,0.30,12.44,0.17,0.07,0.32,0.45,14.49,3.34,1.99,1.61,3.47,1.75,3.85,2.18,1.01,0.85,0.26,1.03,0.21,0.62,0.10,0.11,7.62,2.13,1.31,2.38,1.81,0.86,4.42,14.82,1.60,14.92,2.22,7.19,5.66,1.94,0.66,0.17,0.32,1.92,0.32,1.09,0.10,0.35,0.26,0.29,0.05,23.06,8.58,8.27,0.05,0.00,0.93,0.07,0.21,0.79,4.15,0.00,0.00
20140604 Is religion no better than prozac.docx,1,22.09,84.98,50.65,60.05,60.45,19.89,11.73,3.08,1.49,5.18,0.87,1.11,8.12,6.12,11.83,10.82,8.08,8.22,2.66,20.77,4.78,2.28,2.82,1.06,2.93,5.75,3.76,1.96,0.35,0.39,0.43,13.31,0.20,0.18,0.30,0.89,13.25,2.54,2.13,1.58,2.65,1.78,3.85,2.69,1.21,1.02,0.33,1.87,0.21,1.18,0.02,0.43,7.10,2.32,0.96,2.14,1.53,0.55,3.96,15.05,0.91,14.08,2.64,6.82,4.82,1.65,1.00,0.65,0.37,0.85,0.25,0.90,0.04,0.08,0.43,0.25,0.08,4.31,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,4.16,0.00,0.00
20140620 Solving life's problem without relying on religious hierarchies.docx,1,21.09,86.10,48.40,25.44,60.59,20.82,12.04,3.44,2.28,3.80,0.76,1.77,8.77,6.04,11.31,10.85,7.42,7.69,2.77,20.04,4.48,2.20,3.04,0.79,2.92,7.73,3.83,3.85,0.44,1.25,0.31,15.34,0.20,0.15,0.38,0.82,14.62,3.19,1.90,1.54,3.69,1.81,4.32,2.49,0.95,0.90,0.50,1.59,0.64,0.63,0.09,0.19,9.30,2.95,1.03,2.45,1.63,1.70,3.39,15.60,1.12,12.11,1.86,5.83,4.56,1.21,0.31,0.19,0.23,1.05,0.33,0.76,0.03,0.21,0.22,0.19,0.09,4.11,0.02,0.00,0.00,0.00,0.00,0.00,0.28,0.00,3.80,0.00,0.01
20140704 How to deal with chronic pain.docx,1,22.97,79.69,45.57,10.72,61.29,19.80,10.75,2.72,0.96,4.40,1.19,1.47,9.00,6.46,11.79,10.59,8.47,8.35,2.34,18.80,4.31,1.95,3.13,1.34,2.84,7.43,3.10,4.28,0.74,0.40,0.99,12.19,0.12,0.10,0.31,1.14,13.71,3.13,2.27,1.29,2.96,1.48,4.12,4.04,0.74,0.80,2.23,4.05,0.99,2.90,0.00,0.23,6.23,1.52,0.93,1.73,1.56,0.78,3.61,14.33,1.13,12.84,2.14,5.69,5.33,1.02,0.82,0.17,0.14,0.69,0.31,0.67,0.07,0.01,0.30,0.25,0.05,3.97,0.00,0.03,0.00,0.00,0.00,0.00,0.14,0.00,3.79,0.00,0.01
20141010 How to deal with mistakes.docx,1,19.59,85.68,41.01,13.53,60.13,20.98,13.03,3.82,1.53,4.40,1.43,1.86,7.90,6.01,11.17,10.06,7.45,9.38,2.26,20.45,4.49,1.90,2.56,1.51,2.50,7.17,3.11,4.02,0.50,0.65,0.45,14.30,0.48,0.24,0.56,1.56,15.32,3.02,2.38,3.47,3.21,1.82,3.48,2.58,0.94,0.93,0.51,1.56,0.33,0.78,0.02,0.39,7.20,2.14,1.15,2.06,1.65,0.66,6.89,12.08,0.78,14.21,2.48,6.46,5.47,1.76,0.70,0.29,0.32,0.46,0.63,0.51,0.00,0.05,0.23,0.21,0.02,3.46,0.00,0.01,0.01,0.00,0.00,0.00,0.11,0.00,3.31,0.00,0.01
20141128 Seeing the goodness in the world.docx,1,19.32,85.26,34.35,54.00,61.37,21.43,12.29,3.21,0.89,4.53,1.99,1.66,9.14,5.77,11.71,10.86,6.81,9.10,2.34,20.68,3.93,1.63,2.57,1.08,2.46,6.20,3.80,2.30,0.48,0.41,0.34,14.23,0.28,0.26,0.87,1.68,13.83,3.57,1.62,1.68,3.42,1.59,3.62,2.91,1.02,0.81,0.98,1.76,0.32,0.95,0.01,0.45,7.04,1.65,0.81,1.85,1.91,1.17,5.18,13.70,0.97,11.85,2.00,5.86,4.07,1.16,0.67,0.28,1.16,0.59,0.33,0.57,0.00,0.14,0.22,0.13,0.06,4.45,0.01,0.00,0.00,0.00,0.00,0.00,0.11,0.00,4.27,0.00,0.07
20141205 Living without blame.docx,1,23.52,85.72,46.30,18.27,59.93,20.34,12.02,3.37,1.29,4.16,1.77,1.43,8.27,6.72,10.81,9.99,7.39,8.56,2.30,19.71,3.86,1.61,2.62,1.38,2.08,7.56,3.52,4.03,0.71,1.52,0.41,15.14,0.34,0.29,0.84,1.56,15.24,3.93,2.17,1.81,3.93,1.29,4.18,3.65,0.94,1.82,0.81,1.40,0.63,0.56,0.13,0.10,7.90,2.19,1.12,2.50,1.65,1.04,4.95,13.43,0.97,12.54,1.98,5.99,4.94,1.12,0.80,0.24,0.15,0.71,0.35,0.68,0.05,0.03,0.28,0.27,0.07,3.82,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,3.69,0.00,0.00
20141219 How to deal with confusion.docx,1,25.53,80.86,59.51,33.52,62.35,19.36,10.82,3.09,0.95,4.51,1.28,0.99,8.54,6.86,12.51,11.01,8.07,9.09,1.99,20.92,3.60,1.54,3.32,1.03,2.24,4.73,2.56,2.11,0.47,0.38,0.36,12.25,0.44,0.11,0.72,1.09,15.92,4.56,2.08,1.69,4.00,1.74,3.89,2.97,1.39,0.98,0.51,1.41,0.28,0.82,0.02,0.24,6.37,1.79,1.31,1.79,1.29,0.68,4.02,15.76,0.97,13.87,2.42,6.48,5.08,1.03,0.98,0.21,0.40,0.56,0.30,0.52,0.01,0.03,0.29,0.17,0.04,3.76,0.04,0.00,0.01,0.00,0.00,0.00,0.07,0.00,3.64,0.00,0.00
20150102 Outer space adn inner space.docx,1,27.39,83.93,79.65,48.45,61.08,19.47,11.45,2.91,1.81,4.56,0.95,1.22,8.00,6.52,12.75,9.55,8.48,8.82,2.33,18.21,4.53,2.34,2.90,1.08,2.78,4.09,2.65,1.43,0.23,0.29,0.34,13.11,0.07,0.20,0.70,0.42,12.40,2.59,1.55,1.09,2.92,1.63,4.30,2.83,1.64,0.65,0.40,1.37,0.32,0.83,0.02,0.14,6.46,2.57,0.83,1.88,1.26,0.32,3.45,13.08,0.73,18.21,2.72,10.91,4.74,0.85,0.70,0.61,0.36,0.97,0.19,0.56,0.02,0.06,0.26,0.20,0.04,20.49,5.62,8.22,0.02,0.00,0.67,0.26,0.34,1.15,4.12,0.05,0.02
20150109 Why are we here why are we born.docx,1,27.66,88.37,52.45,83.87,61.14,21.19,12.06,3.53,1.28,4.52,1.38,1.33,9.12,6.24,12.37,10.11,7.11,7.25,2.20,19.42,3.87,2.16,3.29,1.22,2.77,5.93,4.59,1.31,0.06,0.29,0.39,15.74,0.70,0.23,0.93,1.37,13.73,3.79,1.54,1.02,3.25,1.69,3.81,3.10,1.38,0.84,0.79,2.99,0.32,1.27,0.09,0.10,7.18,3.21,0.91,1.58,1.42,0.42,4.29,13.66,0.86,12.64,2.03,5.63,5.11,1.37,0.67,0.29,0.33,0.60,0.41,0.41,0.06,0.00,0.20,0.15,0.00,20.01,5.09,9.03,0.05,0.00,0.75,0.01,0.09,0.97,3.48,0.15,0.38
20150130 How to deal with rejection and lack of self-worth.docx,1,25.42,89.14,47.22,74.90,61.70,20.37,11.22,2.20,1.00,4.99,0.98,2.05,9.13,6.02,12.98,10.34,7.70,8.55,2.25,18.62,4.44,1.87,2.90,1.13,2.65,6.11,4.35,1.71,0.06,0.42,0.55,14.98,0.21,0.17,0.22,0.99,12.80,2.79,1.59,1.20,3.18,1.51,4.12,3.04,1.49,0.75,0.64,1.59,0.39,0.80,0.04,0.20,7.62,2.06,1.54,2.52,1.57,0.71,3.69,14.34,0.84,13.64,1.83,7.32,4.80,1.70,0.39,0.18,0.40,0.81,0.09,0.63,0.06,0.03,0.26,0.25,0.05,4.26,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,4.03,0.00,0.00
20150206 Understanding suicide.docx,1,21.90,86.51,54.51,25.00,60.23,20.31,11.74,2.97,1.30,4.80,0.83,1.83,8.55,6.37,11.10,10.08,8.04,8.63,2.21,20.75,4.09,2.11,2.48,1.17,2.43,6.62,3.26,3.31,0.28,0.81,0.84,14.37,0.41,0.35,0.58,0.87,15.32,4.47,1.92,1.92,3.50,1.36,4.19,2.51,0.89,0.88,0.64,2.03,0.79,0.97,0.01,0.17,7.70,2.38,0.97,1.89,2.15,0.82,4.11,15.30,1.18,12.80,1.96,5.88,5.09,1.29,0.50,0.09,0.24,0.88,0.58,0.61,0.08,0.03,0.17,0.25,0.09,4.17,0.03,0.00,0.00,0.00,0.00,0.00,0.17,0.00,3.96,0.00,0.00
"20150222 Destiny, fate or free will.docx",1,18.23,86.37,44.44,65.30,61.19,20.84,11.75,2.40,1.35,5.20,1.81,0.99,9.03,5.81,11.23,11.26,7.76,7.74,3.09,21.78,4.13,1.71,3.21,1.42,2.29,4.30,3.15,1.07,0.08,0.37,0.15,13.97,0.07,0.36,0.41,2.26,14.22,3.93,1.88,1.30,2.84,1.44,3.93,3.00,0.91,1.55,0.44,1.36,0.49,0.55,0.06,0.25,6.69,1.65,0.71,2.21,1.82,0.56,4.84,15.13,2.32,13.01,2.02,5.51,5.57,1.23,0.93,0.13,1.13,0.93,0.17,0.88,0.14,0.06,0.37,0.30,0.06,4.03,0.00,0.02,0.00,0.00,0.00,0.00,0.15,0.00,3.86,0.00,0.00
20150313 How to deal with abusive relationships.docx,1,21.90,85.11,40.04,33.29,60.70,20.13,11.81,3.02,0.77,4.87,1.89,1.26,8.31,5.77,12.23,10.53,7.16,9.48,2.50,19.77,4.08,1.95,2.49,1.60,2.70,6.98,3.67,3.24,0.70,0.95,0.37,14.63,0.39,0.37,0.59,1.95,15.31,3.80,2.53,1.71,3.23,1.93,4.21,2.16,0.76,0.77,0.54,1.48,0.48,0.53,0.03,0.17,8.07,2.34,1.45,2.27,1.78,0.81,4.12,14.42,1.16,12.05,2.21,5.38,4.70,2.08,0.38,0.23,0.36,1.10,0.13,0.83,0.14,0.02,0.24,0.35,0.08,4.25,0.00,0.00,0.01,0.00,0.00,0.00,0.12,0.00,4.04,0.00,0.08
20150320 Buddhism and tea.docx,1,28.70,86.05,52.59,49.10,59.84,18.53,10.51,2.43,1.06,4.19,1.59,1.23,7.99,7.21,11.48,10.84,7.62,8.62,1.91,20.31,4.08,1.78,2.90,1.28,2.62,5.01,3.09,1.83,0.39,0.53,0.22,13.11,0.38,0.10,0.41,1.70,12.53,2.91,2.22,1.01,2.44,1.96,3.18,1.89,0.70,0.86,0.32,2.39,0.52,1.00,0.02,0.83,7.17,1.70,1.39,2.14,1.78,0.55,5.63,13.42,1.49,15.47,2.36,6.14,7.01,2.05,1.15,0.24,0.53,1.08,0.46,0.75,0.01,0.24,0.17,0.25,0.08,3.73,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,3.56,0.00,0.01
20150401 Leadership.docx,1,27.83,90.79,42.66,57.09,59.77,19.63,12.00,2.74,1.41,4.50,1.72,1.63,7.61,6.83,11.45,9.81,7.84,7.85,2.32,19.11,3.73,1.78,2.83,1.28,2.22,5.14,3.36,1.71,0.17,0.39,0.26,16.32,0.79,0.15,0.92,1.69,13.74,3.33,2.44,1.78,2.87,1.34,3.87,2.37,1.03,0.85,0.36,1.24,0.35,0.41,0.10,0.38,9.85,2.21,2.38,4.22,1.85,0.84,4.50,13.64,1.20,13.43,2.34,6.01,5.18,3.15,0.54,0.16,0.60,0.68,0.22,0.83,0.01,0.17,0.29,0.19,0.16,4.16,0.06,0.01,0.01,0.00,0.00,0.00,0.38,0.00,3.69,0.00,0.01
20150417 Arguing .docx,1,30.73,88.95,34.19,58.19,58.25,17.99,10.82,2.62,1.48,3.92,1.32,1.48,7.13,7.30,10.83,10.89,6.97,8.24,2.05,19.20,4.88,2.12,2.61,1.20,2.44,7.65,4.67,2.96,0.21,1.13,0.28,15.04,0.85,0.30,1.10,1.21,14.05,3.47,2.20,1.74,2.52,2.30,3.44,3.18,1.43,1.28,0.40,1.40,0.35,0.64,0.01,0.30,8.41,2.91,1.25,2.26,1.76,0.82,4.48,14.07,0.90,12.09,1.58,6.06,4.54,1.16,0.68,0.08,0.40,1.39,0.21,0.86,0.09,0.06,0.34,0.21,0.17,4.39,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,3.92,0.00,0.00
20150424 Buddism and alien abductions.docx,1,16.10,77.64,56.41,34.33,61.52,20.02,10.70,2.97,1.50,3.80,0.91,1.52,9.28,5.87,11.02,11.12,8.56,9.17,2.83,20.51,4.25,1.87,2.98,1.37,1.98,5.55,3.00,2.50,0.31,0.42,0.34,12.81,0.17,0.39,0.27,1.17,14.69,3.56,1.66,1.32,3.32,1.71,4.69,2.96,1.28,0.80,0.72,1.65,0.21,0.79,0.26,0.33,6.91,2.23,0.85,1.92,1.71,0.49,5.04,14.02,1.01,12.97,2.06,6.19,4.90,1.05,0.56,0.21,0.16,0.71,0.32,0.71,0.02,0.03,0.40,0.17,0.10,4.49,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,4.33,0.00,0.02
20150517 When to attach and when to let go.docx,1,21.48,85.94,60.06,61.94,60.79,20.17,11.36,2.58,0.79,5.10,1.46,1.42,8.79,6.36,11.66,10.83,7.52,9.26,2.24,21.30,3.94,1.76,2.94,1.00,2.15,4.56,3.19,1.29,0.18,0.34,0.15,14.20,0.52,0.40,0.30,1.77,13.58,2.94,1.88,1.55,3.29,1.98,4.47,1.80,0.53,0.87,0.28,2.29,0.51,0.92,0.01,0.78,7.27,1.76,1.36,2.10,2.03,0.49,5.46,14.29,1.44,15.54,3.15,6.09,6.50,2.58,1.23,0.80,0.77,0.57,0.26,0.65,0.02,0.01,0.25,0.25,0.13,4.63,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,4.48,0.00,0.05
20150529 A buddhist perspective on monogamy.docx,1,21.24,86.84,48.46,51.68,60.44,20.46,12.26,3.54,0.82,4.86,1.53,1.51,8.18,6.16,11.37,10.82,7.03,8.71,2.62,20.99,3.86,1.72,3.03,1.48,3.04,5.11,3.22,1.84,0.21,0.32,0.45,16.09,1.35,0.55,1.18,1.46,14.45,3.24,1.93,1.99,3.16,1.62,4.39,2.72,0.86,1.25,0.51,1.60,0.44,0.52,0.13,0.27,8.69,3.60,0.85,2.18,1.97,0.55,4.87,14.32,1.27,13.12,2.41,5.34,5.45,1.48,0.45,0.22,0.52,0.77,0.25,0.58,0.03,0.03,0.28,0.18,0.07,4.24,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,4.19,0.00,0.01
20150605 Finding fault or finding beauty.docx,1,16.81,83.29,58.32,68.54,61.02,20.63,12.41,3.61,1.33,5.50,0.81,1.16,8.18,6.01,10.87,11.07,7.96,8.46,3.18,20.87,4.74,2.21,2.89,1.21,2.22,6.95,4.58,2.31,0.18,0.69,0.19,13.91,0.38,0.38,0.64,0.79,13.99,3.12,2.06,1.48,3.18,1.81,4.26,3.77,2.57,0.69,0.33,2.13,0.41,0.96,0.03,0.69,7.28,2.10,1.12,1.76,1.87,1.00,4.05,15.14,1.20,13.56,2.46,5.92,5.51,1.00,1.06,0.31,0.41,1.65,0.06,0.87,0.05,0.10,0.32,0.30,0.09,5.00,0.01,0.00,0.03,0.00,0.00,0.00,0.13,0.00,4.83,0.00,0.00
20150619 Dealing with addictions.docx,1,19.00,87.51,50.48,33.23,61.51,21.14,11.86,2.95,1.18,5.53,1.06,1.14,9.23,6.20,11.67,11.30,7.66,8.79,2.23,20.68,3.61,1.62,2.60,2.07,2.13,6.00,3.21,2.77,0.39,0.42,0.24,13.78,0.34,0.28,0.62,0.88,13.59,3.32,1.65,1.78,3.75,1.57,3.68,2.53,0.76,1.16,0.55,3.39,0.55,2.15,0.11,0.78,8.27,1.71,1.27,2.34,1.92,1.39,3.96,15.28,1.44,13.96,1.94,5.61,6.67,1.40,0.86,0.22,0.51,0.73,0.23,0.65,0.13,0.04,0.26,0.19,0.02,5.26,0.12,0.00,0.12,0.00,0.00,0.00,0.32,0.00,4.63,0.00,0.06
20150626 Relax. Everything's out of control.docx,1,24.40,72.79,54.38,25.43,59.02,19.05,11.04,3.74,1.18,3.85,0.81,1.45,7.99,5.61,11.78,11.13,7.14,7.79,2.94,20.47,4.23,1.71,2.91,1.69,2.55,6.77,3.37,3.39,1.51,0.52,0.35,11.89,0.40,0.18,0.19,1.01,14.09,2.61,3.02,1.56,3.05,1.53,3.93,2.19,1.00,0.61,0.36,1.25,0.34,0.71,0.01,0.15,8.58,2.02,1.72,3.31,1.51,0.79,5.01,13.86,1.44,13.75,2.40,6.59,5.06,2.33,1.12,0.48,0.40,1.23,0.16,0.81,0.24,0.13,0.19,0.26,0.02,4.13,0.01,0.04,0.00,0.00,0.00,0.00,0.11,0.00,3.93,0.00,0.04
20150719 Changing our attitudes to who we think we are.docx,1,18.25,88.14,44.73,35.31,61.33,21.03,12.32,3.40,1.58,4.59,1.17,1.58,8.66,6.39,10.72,11.14,7.70,8.52,2.34,20.00,4.63,2.07,3.49,1.34,2.56,5.54,3.03,2.48,0.21,0.66,0.28,15.73,0.19,0.12,0.29,1.31,13.98,2.78,2.30,1.48,3.06,1.70,4.23,2.53,0.83,1.11,0.45,1.70,0.40,0.98,0.01,0.26,7.64,2.19,0.77,2.75,1.43,0.97,4.98,13.61,0.78,12.44,2.05,5.66,4.88,1.91,0.60,0.12,0.17,1.23,0.09,0.87,0.11,0.26,0.21,0.26,0.04,4.12,0.00,0.00,0.02,0.00,0.00,0.00,0.13,0.00,3.96,0.00,0.00
20150724 Finding a place of peace to retreat.docx,1,17.68,82.67,52.29,54.55,60.52,19.30,11.91,3.25,1.14,5.50,0.83,1.19,7.36,6.11,11.05,11.61,8.71,8.96,2.52,20.98,4.40,1.98,2.80,1.08,2.87,5.17,3.35,1.82,0.39,0.35,0.11,12.71,0.13,0.10,0.27,0.81,12.97,2.54,2.05,2.37,2.85,1.68,4.15,1.98,0.93,0.69,0.34,2.08,0.35,1.08,0.01,0.66,7.12,1.64,1.18,2.10,1.70,0.84,3.87,15.48,1.36,14.60,3.10,5.60,6.00,1.92,0.93,0.48,0.42,0.91,0.41,0.95,0.00,0.31,0.29,0.25,0.10,4.80,0.01,0.01,0.00,0.00,0.00,0.00,0.07,0.00,4.70,0.00,0.00
20151030 Problems and solution.docx,1,25.76,82.67,42.37,27.29,59.43,18.58,10.93,2.60,1.10,4.08,1.87,1.28,7.60,6.65,11.31,10.30,8.46,8.21,2.47,19.90,3.94,1.52,2.71,1.03,2.50,6.08,3.09,2.99,0.61,0.37,0.37,13.13,0.16,0.26,0.63,1.76,14.54,3.12,2.38,2.48,3.62,1.62,3.80,2.13,0.89,0.86,0.33,1.61,0.27,0.84,0.01,0.39,8.29,1.71,1.54,1.96,2.05,1.57,5.11,13.81,1.61,14.67,2.48,6.39,6.01,1.71,0.68,0.34,0.77,0.84,0.37,1.20,0.01,0.27,0.43,0.41,0.17,18.47,7.97,5.88,0.00,0.00,0.93,0.00,0.00,0.00,3.67,0.00,0.01
